43977
NM_172546	3134303	3227478	3227478	1	13	0
NM_001039652	3308331	3557964	3227478	2	6	13
NM_001304955	3308331	3557970	3557964	2	7	19
NM_001304950	3308331	3557970	3557970	2	5	26
NM_001302796	3308331	3587947	3557970	2	5	31
NM_001302795	3308331	3587947	3587947	2	6	36
NM_001033391	3323355	3434997	3587947	1	8	42
NM_001170802	3366075	3428986	3587947	1	7	50
NM_001170801	3366075	3428986	3587947	1	7	57
NM_001170800	3366075	3460175	3587947	1	9	64
NM_001347225	3366259	3460738	3587947	1	9	73
NM_001302793	3495968	3557970	3587947	2	4	82
NM_001302794	3495968	3587947	3587947	2	4	86
NM_001304948	3505160	3557970	3587947	2	4	90
NM_001304938	3505160	3557970	3587947	2	4	94
NM_001304937	3515901	3557970	3587947	2	3	98
NM_019958	4424140	4520876	3587947	1	5	101
NM_001161822	4424140	4520876	4520876	1	6	106
NM_175374	4522597	4534653	4520876	1	7	112
NM_025995	4541075	4547382	4534653	1	5	119
NM_011702	4698924	4707322	4547382	2	7	124
NM_001313969	4698924	4707322	4707322	2	7	131
NM_026793	4739751	4752812	4707322	2	2	138
NM_153399	4795848	5009591	4752812	1	32	140
NM_001347732	4795848	5326341	5009591	1	146	172
NM_001347711	4858226	5326341	5326341	1	146	318
NM_001079686	5151833	5326341	5326341	1	55	464
NM_022027	5277477	5326341	5326341	1	17	519
NM_001302531	5340907	5636382	5326341	2	9	536
NM_001302532	5340907	5734551	5636382	2	10	545
NM_007956	5340907	5734551	5734551	2	9	555
NM_001302533	5379204	5636382	5734551	2	8	564
NR_126357	5453457	5734551	5734551	2	8	572
NM_001195672	5782042	5836668	5734551	2	11	580
NM_001370992	5782042	5864025	5836668	2	11	591
NM_001370993	5782042	5864025	5864025	2	10	602
NM_024261	5891400	5913935	5864025	2	5	612
NM_001358796	5914152	5943371	5913935	1	14	617
NM_025343	5914152	5943371	5943371	1	13	631
NR_002891_2	5917374	5943369	5943371	1	12	644
NM_001033466	5958432	5979466	5943371	1	3	656
NM_001359811	5959065	5979466	5979466	1	3	659
NM_031185	5987069	6080211	5979466	2	4	662
NR_152620	6133420	6140114	6080211	1	4	666
NM_001170785	6179459	6373465	6140114	2	28	670
NM_001170786	6190410	6373465	6373465	2	28	698
NM_172308	6190410	6373465	6373465	2	28	726
NM_001033253	6379238	6473873	6373465	2	16	754
NM_001159942	6379238	6606163	6473873	2	17	770
NM_027391	6791660	6806266	6606163	2	5	787
NM_133485	6881565	6980390	6806266	2	4	792
NM_001204916	7078769	7090332	6980390	1	6	796
NR_045946	7213347	7221451	7090332	1	3	802
NM_001033977	7216994	7226701	7221451	2	6	805
NM_001359742	7309597	7345274	7226701	1	6	811
NM_001359744	7309597	7345274	7345274	1	3	817
NM_172784	7309597	7345274	7345274	1	7	820
NM_001359743	7309597	7345274	7345274	1	7	827
NM_001358647	7347642	7383405	7345274	2	7	834
NM_008786	7347642	7383405	7383405	2	8	841
NM_001358653	7347642	7383405	7383405	2	8	849
NM_001358652	7347642	7383405	7383405	2	8	857
NM_001358651	7347642	7383405	7383405	2	8	865
NM_001358657	7347642	7383405	7383405	2	9	873
NM_001358654	7347642	7383405	7383405	2	9	882
NM_001347228	7347642	7383405	7383405	2	8	891
NM_001358649	7347642	7400955	7383405	2	9	899
NR_030698	7383168	7384420	7400955	1	1	908
NM_145706	7387301	7398683	7400955	1	8	909
NM_010690	7401006	7436258	7400955	1	8	917
NM_011835	7445797	7482947	7436258	1	11	925
NM_145418	7487744	7500714	7482947	2	8	936
NM_001346750	7487744	7500714	7500714	2	8	944
NM_026141	7512691	7542360	7500714	1	13	952
NM_172785	7552267	7590194	7542360	1	6	965
NR_039563	7556178	7556271	7590194	1	1	971
NM_138667	7625445	7675920	7590194	2	7	972
NM_001359534	7625450	7672862	7675920	2	7	979
NM_177387	7924550	8238622	7675920	2	8	986
NM_175155	8442016	8605867	8238622	2	20	994
NM_177271	9347056	9395005	8605867	2	2	1014
NR_038036	9404519	9411706	9395005	1	4	1016
NM_001081344	9475344	9620837	9411706	2	26	1020
NM_001127353	10055500	10192196	9620837	2	37	1046
NM_026405	10264836	10278004	10192196	2	3	1083
NR_033630	10325742	10336110	10278004	1	3	1086
NM_016976	10405856	10802128	10336110	2	9	1089
NM_001114333	10405856	10802128	10802128	2	10	1098
NR_046010	10470843	10477928	10802128	1	3	1108
NM_001284354	10869227	10929408	10802128	1	29	1111
NM_172937	10869227	10929412	10929408	1	28	1140
NM_001077707	10869227	10935070	10929412	1	30	1168
NM_027968	11001127	11017766	10935070	1	3	1198
NM_001168297	11001384	11017766	11017766	1	3	1201
NM_010146	11063242	11177274	11017766	1	4	1204
NM_013898	11329021	11330235	11177274	1	1	1208
NM_011682	12101985	12581532	11330235	2	74	1209
NR_038028	12636443	12642924	12581532	2	3	1283
NR_038027	12636443	12642924	12642924	2	4	1286
NM_001163591	12659786	12684064	12642924	2	2	1290
NM_001163590	12659786	12684064	12684064	2	2	1292
NM_029075	12659786	12684064	12684064	2	3	1294
NM_175102	12728255	12728988	12684064	1	1	1297
NM_001364645	12810637	12851499	12728988	1	9	1298
NM_009538	12810637	12851500	12851499	1	6	1307
NM_001364643	12810637	12851500	12851500	1	9	1313
NM_001364644	12810637	12851500	12851500	1	8	1322
NR_131912	12810650	12815705	12851500	1	1	1330
NM_029172	12869449	12897828	12851500	2	6	1331
NM_181470	12898443	12912942	12897828	2	11	1337
NM_001359294	12927522	13044094	12912942	2	12	1348
NM_001195096	12927522	13044094	13044094	2	13	1360
NM_001033257	12927522	13044094	13044094	2	12	1373
NM_001195066	12927522	13108775	13044094	2	13	1385
NM_001195065	12927522	13194201	13108775	2	13	1398
NM_001330198	13220833	13235433	13194201	1	8	1411
NM_025799	13220833	13238840	13235433	1	7	1419
NM_001164195	13243647	13272947	13238840	2	12	1426
NM_019961	13243750	13272947	13272947	2	12	1438
NM_001347361	13243750	13272947	13272947	2	12	1450
NM_025748	13272712	13283181	13272947	1	6	1462
NM_001347362	13366860	13588762	13283181	2	6	1468
NM_025446	13372256	13588762	13588762	2	6	1474
NR_152745	13591085	13599013	13588762	1	3	1480
NM_001358783	13685880	13871183	13599013	1	13	1483
NM_001358782	13686184	13871183	13871183	1	10	1496
NM_010437	13686184	13871183	13871183	1	9	1506
NM_001002268	14122390	14264841	13871183	2	25	1515
NM_025418	14375138	14425294	14264841	2	8	1540
NR_045824	14425414	14478824	14425294	1	6	1548
NM_029722	14435431	14438019	14478824	2	3	1554
NM_008703	14479752	14491263	14478824	1	3	1557
NR_131087	15511582	15526870	14491263	1	3	1560
NR_038020	16670899	16815587	15526870	2	9	1563
NM_010828	17443033	17445479	16815587	1	2	1572
NM_138628	17516024	17565468	17445479	1	10	1574
NM_001033432	17620271	17667872	17565468	2	4	1584
NM_001359560	17731065	17742895	17667872	2	3	1588
NM_001359559	17731065	17743057	17742895	2	3	1591
NM_028440	17731066	17743057	17743057	2	3	1594
NM_009048	17775745	17844960	17743057	1	20	1597
NM_001111065	17775745	17844960	17844960	1	19	1617
NM_001370991	17848180	17930632	17844960	2	22	1636
NM_001195036	17848180	17930632	17930632	2	21	1658
NM_144820	17933481	17954786	17930632	2	6	1679
NM_001346751	17936732	17954786	17954786	2	5	1685
NM_173390	18127480	18253696	17954786	1	7	1690
NM_001163592	18189786	18253696	18253696	1	8	1697
NM_019487	18259928	18265881	18253696	2	4	1705
NM_001033258	18307816	18463563	18265881	2	34	1709
NR_152783	18463276	18557802	18463563	1	5	1743
NM_177706	18499532	18506598	18557802	2	4	1748
NR_102728	18517104	18551735	18557802	2	4	1752
NR_038035	18517104	18551735	18557802	2	6	1756
NR_038034	18520891	18551735	18557802	2	3	1762
NM_022032	18564876	18576877	18557802	1	3	1765
NM_001166402	18720716	18731768	18576877	2	8	1768
NM_009397	18720716	18735215	18731768	2	9	1776
NR_038021	18861554	18927752	18735215	1	4	1785
NR_038022	18887043	18927752	18927752	1	2	1789
NM_053008	19076344	19078409	18927752	1	1	1791
NR_152784	19206520	19227123	19078409	1	4	1792
NR_152785	19214448	19227123	19227123	1	3	1796
NM_010511	19311754	19330032	19227123	1	7	1799
NM_178258	19341833	19354486	19330032	1	5	1806
NM_172786	19432392	19479858	19354486	1	7	1811
NM_029529	19567722	19571264	19479858	2	2	1818
NM_008822	19579895	19627479	19571264	2	10	1820
NM_001161825	19579895	19627479	19627479	2	9	1830
NM_008580	19654331	19862555	19627479	1	30	1839
NM_001198635	19868725	20001395	19862555	1	18	1869
NM_008635	19868725	20001395	20001395	1	18	1887
NM_001358787	19890827	20001395	20001395	1	18	1905
NR_045350	19919052	19921659	20001395	2	3	1923
